GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
kafka-ui-api,ksql,KsqlGrammarParser.JoinWindowSizeContext,35,0,4,0,9,0,8,0,6,0
kafka-ui-api,ksql,KsqlGrammarParser.QueryStatementContext,28,0,4,0,6,0,6,0,4,0
kafka-ui-api,ksql,KsqlGrammarLexer,16,2177,0,8,8,27,8,9,8,5
kafka-ui-api,ksql,KsqlGrammarParser.TablePropertiesContext,28,5,4,0,7,2,7,1,5,1
kafka-ui-api,ksql,KsqlGrammarParser.LambdaFunctionContext,14,0,0,0,6,0,4,0,4,0
kafka-ui-api,ksql,KsqlGrammarParser.AtTimeZoneContext,39,0,4,0,8,0,8,0,6,0
kafka-ui-api,ksql,KsqlGrammarParser.PrimaryExpressionContext,14,0,0,0,6,0,4,0,4,0
kafka-ui-api,ksql,KsqlGrammarParser.InnerJoinContext,27,0,4,0,6,0,6,0,4,0
kafka-ui-api,ksql,KsqlGrammarParser.VariableLiteralContext,27,0,4,0,6,0,6,0,4,0
kafka-ui-api,ksql,KsqlGrammarParser.VariableIdentifierContext,27,0,4,0,6,0,6,0,4,0
kafka-ui-api,ksql,KsqlGrammarParser.ListQueriesContext,42,0,4,0,9,0,9,0,7,0
kafka-ui-api,ksql,KsqlGrammarParser.WindowExpressionContext,46,0,4,0,11,0,10,0,8,0
kafka-ui-api,ksql,KsqlGrammarParser.TestStatementContext,46,0,4,0,11,0,10,0,8,0
kafka-ui-api,ksql,KsqlGrammarParser.AssertTableContext,55,0,4,0,11,0,11,0,9,0
kafka-ui-api,ksql,KsqlGrammarParser.GroupByContext,33,0,4,0,9,0,8,0,6,0
kafka-ui-api,ksql,KsqlGrammarParser.InsertIntoContext,55,0,4,0,11,0,11,0,9,0
kafka-ui-api,ksql,KsqlGrammarParser.DereferenceContext,39,0,4,0,8,0,8,0,6,0
kafka-ui-api,ksql,KsqlGrammarParser.JoinWindowContext,34,0,4,0,9,0,8,0,6,0
kafka-ui-api,ksql,KsqlGrammarParser.UndefineVariableContext,33,0,4,0,7,0,7,0,5,0
kafka-ui-api,ksql,KsqlGrammarParser.ValuesContext,33,0,4,0,9,0,8,0,6,0
kafka-ui-api,ksql,KsqlGrammarParser.NullPredicateContext,37,0,4,0,8,0,8,0,6,0
kafka-ui-api,ksql,KsqlGrammarParser.DropTableContext,52,6,4,0,11,1,11,1,9,1
kafka-ui-api,ksql,KsqlGrammarParser.AssertStatementContext,14,0,0,0,6,0,4,0,4,0
kafka-ui-api,ksql,KsqlGrammarParser.MapConstructorContext,46,0,4,0,10,0,10,0,8,0
kafka-ui-api,ksql,KsqlGrammarParser.RelationContext,14,0,0,0,6,0,4,0,4,0
kafka-ui-api,ksql,KsqlGrammarParser.CreateTableAsContext,85,0,4,0,17,0,17,0,15,0
kafka-ui-api,ksql,KsqlGrammarParser.DistinctFromContext,48,0,4,0,10,0,10,0,8,0
kafka-ui-api,ksql,KsqlGrammarParser.ValueExpressionDefaultContext,28,0,4,0,6,0,6,0,4,0
kafka-ui-api,ksql,KsqlGrammarParser.DropTypeContext,48,0,4,0,10,0,10,0,8,0
kafka-ui-api,ksql,KsqlGrammarParser.ColumnsContext,33,0,4,0,9,0,8,0,6,0
kafka-ui-api,ksql,KsqlGrammarParser.RelationPrimaryContext,14,0,0,0,6,0,4,0,4,0
kafka-ui-api,ksql,KsqlGrammarParser.LeftJoinContext,32,0,4,0,7,0,7,0,5,0
kafka-ui-api,ksql,KsqlGrammarParser.BackQuotedIdentifierContext,27,0,4,0,6,0,6,0,4,0
kafka-ui-api,ksql,KsqlGrammarParser.JoinWindowWithBeforeAndAfterContext,38,0,4,0,8,0,8,0,6,0
kafka-ui-api,ksql,KsqlGrammarParser.LogicalNotContext,33,0,4,0,7,0,7,0,5,0
kafka-ui-api,ksql,KsqlGrammarParser.BaseTypeContext,24,5,4,0,6,2,6,1,4,1
kafka-ui-api,ksql,KsqlGrammarParser.SelectSingleContext,39,0,4,0,8,0,8,0,6,0
kafka-ui-api,ksql,KsqlGrammarParser.FunctionArgumentContext,35,0,4,0,9,0,8,0,6,0
kafka-ui-api,ksql,KsqlGrammarParser.ArithmeticUnaryContext,38,0,4,0,8,0,8,0,6,0
kafka-ui-api,ksql,KsqlGrammarParser.SourceNameContext,24,5,4,0,6,2,6,1,4,1
kafka-ui-api,ksql,KsqlGrammarParser.SelectAllContext,33,0,4,0,7,0,7,0,5,0
kafka-ui-api,ksql,KsqlGrammarParser.CreateConnectorContext,74,0,4,0,15,0,15,0,13,0
kafka-ui-api,ksql,KsqlGrammarParser.GracePeriodClauseContext,45,0,4,0,11,0,10,0,8,0
kafka-ui-api,ksql,KsqlGrammarParser.UnsetPropertyContext,32,0,4,0,7,0,7,0,5,0
kafka-ui-api,ksql,KsqlGrammarParser.AlterOptionContext,45,0,4,0,11,0,10,0,8,0
kafka-ui-api,ksql,KsqlGrammarParser.ListTopicsContext,47,0,4,0,10,0,10,0,8,0
kafka-ui-api,ksql,KsqlGrammarParser.StatementsContext,29,9,4,0,7,3,7,2,5,2
kafka-ui-api,ksql,KsqlGrammarParser.StringLiteralContext,21,6,4,0,5,1,5,1,3,1
kafka-ui-api,ksql,KsqlGrammarParser.JoinCriteriaContext,34,0,4,0,9,0,8,0,6,0
kafka-ui-api,ksql,KsqlGrammarParser.ExplainContext,39,0,4,0,8,0,8,0,6,0
kafka-ui-api,ksql,KsqlGrammarParser.TimeZoneSpecifierContext,14,0,0,0,6,0,4,0,4,0
kafka-ui-api,ksql,KsqlGrammarParser.TableNameContext,28,0,4,0,6,0,6,0,4,0
kafka-ui-api,ksql,KsqlGrammarParser.DecimalLiteralContext,32,0,4,0,7,0,7,0,5,0
kafka-ui-api,ksql,KsqlGrammarParser.TumblingWindowExpressionContext,57,0,4,0,13,0,12,0,10,0
kafka-ui-api,ksql,KsqlGrammarParser.PartitionByContext,33,0,4,0,9,0,8,0,6,0
kafka-ui-api,ksql,KsqlGrammarParser.DropConnectorContext,48,0,4,0,10,0,10,0,8,0
kafka-ui-api,ksql,KsqlGrammarParser.ParenthesizedExpressionContext,28,0,4,0,6,0,6,0,4,0
kafka-ui-api,ksql,KsqlGrammarParser.SimpleCaseContext,59,0,4,0,12,0,12,0,10,0
kafka-ui-api,ksql,KsqlGrammarParser.UnquotedIdentifierContext,27,6,4,0,6,1,6,1,4,1
kafka-ui-api,ksql,KsqlGrammarParser.LikeContext,48,0,4,0,10,0,10,0,8,0
kafka-ui-api,ksql,KsqlGrammarParser.ExpressionContext,29,0,4,0,8,0,7,0,5,0
kafka-ui-api,ksql,KsqlGrammarParser.TypeContext,94,5,4,0,20,2,20,1,18,1
kafka-ui-api,ksql,KsqlGrammarParser.ShowColumnsContext,38,0,4,0,8,0,8,0,6,0
kafka-ui-api,ksql,KsqlGrammarParser.DigitIdentifierContext,27,0,4,0,6,0,6,0,4,0
kafka-ui-api,ksql,KsqlGrammarParser.QuotedIdentifierAlternativeContext,27,0,4,0,6,0,6,0,4,0
kafka-ui-api,ksql,KsqlGrammarParser.BooleanExpressionContext,14,0,0,0,6,0,4,0,4,0
kafka-ui-api,ksql,KsqlGrammarParser.DescribeStreamsContext,37,0,4,0,8,0,8,0,6,0
kafka-ui-api,ksql,KsqlGrammarParser.LiteralContext,2,12,0,0,1,5,1,3,1,3
kafka-ui-api,ksql,KsqlGrammarParser.RetentionClauseContext,40,0,4,0,10,0,9,0,7,0
kafka-ui-api,ksql,KsqlGrammarParser.QualifiedColumnReferenceContext,32,0,4,0,7,0,7,0,5,0
kafka-ui-api,ksql,KsqlGrammarParser.OuterJoinContext,32,0,4,0,7,0,7,0,5,0
kafka-ui-api,ksql,KsqlGrammarParser.StatementContext,2,12,0,0,1,5,1,3,1,3
kafka-ui-api,ksql,KsqlGrammarParser.FloatLiteralContext,32,0,4,0,7,0,7,0,5,0
kafka-ui-api,ksql,KsqlGrammarParser.RunScriptContext,38,0,4,0,10,0,9,0,7,0
kafka-ui-api,ksql,KsqlGrammarParser.VariableValueContext,28,0,4,0,8,0,7,0,5,0
kafka-ui-api,ksql,KsqlGrammarParser.HoppingWindowExpressionContext,75,0,4,0,17,0,16,0,14,0
kafka-ui-api,ksql,KsqlGrammarParser.ListTablesContext,36,6,4,0,8,1,8,1,6,1
kafka-ui-api,ksql,KsqlGrammarParser.JoinTypeContext,14,0,0,0,6,0,4,0,4,0
kafka-ui-api,ksql,KsqlGrammarParser.SingleJoinWindowContext,34,0,4,0,7,0,7,0,5,0
kafka-ui-api,ksql,KsqlGrammarParser.SingleExpressionContext,34,0,4,0,9,0,8,0,6,0
kafka-ui-api,ksql,KsqlGrammarParser.PredicatedContext,35,0,4,0,9,0,8,0,6,0
kafka-ui-api,ksql,KsqlGrammarParser.RelationDefaultContext,28,0,4,0,6,0,6,0,4,0
kafka-ui-api,ksql,KsqlGrammarParser.QueryContext,128,0,4,0,27,0,26,0,24,0
kafka-ui-api,ksql,KsqlGrammarParser.InListContext,42,0,4,0,9,0,9,0,7,0
kafka-ui-api,ksql,KsqlGrammarParser.NullLiteralContext,27,0,4,0,6,0,6,0,4,0
kafka-ui-api,ksql,KsqlGrammarParser.CreateTableContext,79,6,4,0,16,1,16,1,14,1
kafka-ui-api,ksql,KsqlGrammarParser.ListConnectorsContext,47,0,4,0,10,0,10,0,8,0
kafka-ui-api,ksql,KsqlGrammarParser.VariableNameContext,28,0,4,0,8,0,7,0,5,0
kafka-ui-api,ksql,KsqlGrammarParser.ListTypesContext,37,0,4,0,8,0,8,0,6,0
kafka-ui-api,ksql,KsqlGrammarParser.JoinedSourceContext,52,0,4,0,12,0,11,0,9,0
kafka-ui-api,ksql,KsqlGrammarParser.TableElementsContext,28,5,4,0,7,2,7,1,5,1
kafka-ui-api,ksql,KsqlGrammarParser.NumberContext,2,12,0,0,1,5,1,3,1,3
kafka-ui-api,ksql,KsqlGrammarParser.TimeZoneStringContext,37,0,4,0,8,0,8,0,6,0
kafka-ui-api,ksql,KsqlGrammarParser.PrintTopicContext,44,0,4,0,9,0,9,0,7,0
kafka-ui-api,ksql,KsqlGrammarParser.ArithmeticBinaryContext,57,0,4,0,12,0,12,0,10,0
kafka-ui-api,ksql,KsqlGrammarParser.ResultMaterializationContext,33,0,4,0,9,0,8,0,6,0
kafka-ui-api,ksql,KsqlGrammarParser.LiteralExpressionContext,28,0,4,0,6,0,6,0,4,0
kafka-ui-api,ksql,KsqlGrammarParser.ValueExpressionContext,14,0,0,0,6,0,4,0,4,0
kafka-ui-api,ksql,KsqlGrammarParser.AlterSourceContext,53,0,4,0,11,0,11,0,9,0
kafka-ui-api,com.provectus.kafka.ui.config.auth.logout,CognitoLogoutSuccessHandler,87,0,0,0,24,0,3,0,3,0
kafka-ui-api,com.provectus.kafka.ui.config.auth.logout,OAuthLogoutSuccessHandler,65,0,0,0,14,0,6,0,6,0
kafka-ui-api,com.provectus.kafka.ui.service.rbac,AccessControlService,900,64,119,6,225,17,119,8,55,8
kafka-ui-api,com.provectus.kafka.ui.service.rbac,AbstractProviderCondition,5,37,0,0,0,14,1,3,1,3
kafka-ui-api,com.provectus.kafka.ui.service.acl,AclCsv,15,186,2,12,3,33,3,10,1,5
kafka-ui-api,com.provectus.kafka.ui.service.acl,AclsService,87,475,8,16,17,120,16,30,10,24
kafka-ui-api,com.provectus.kafka.ui.service.audit,AuditRecord,3,37,0,0,1,5,0,3,0,3
kafka-ui-api,com.provectus.kafka.ui.service.audit,AuditRecord.AuditResource,16,156,0,4,0,27,2,12,2,10
kafka-ui-api,com.provectus.kafka.ui.service.audit,AuditWriter,12,112,5,11,3,26,6,11,1,8
kafka-ui-api,com.provectus.kafka.ui.service.audit,AuditRecord.OperationResult.OperationError,0,27,0,0,0,5,0,1,0,1
kafka-ui-api,com.provectus.kafka.ui.service.audit,AuditService,100,367,7,29,27,85,10,29,5,16
kafka-ui-api,com.provectus.kafka.ui.service.audit,AuditRecord.OperationResult,3,37,1,5,1,9,1,5,0,3
kafka-ui-api,com.provectus.kafka.ui.emitter,MessageFilters.new Predicate() {...},12,88,1,1,2,14,1,2,0,2
kafka-ui-api,com.provectus.kafka.ui.emitter,MessageFilters,6,83,1,10,1,22,1,13,0,8
kafka-ui-api,com.provectus.kafka.ui.emitter,RangePollingEmitter,15,188,2,14,6,41,2,13,0,7
kafka-ui-api,com.provectus.kafka.ui.emitter,EnhancedConsumer,17,80,1,1,4,19,5,4,4,4
kafka-ui-api,com.provectus.kafka.ui.emitter,OffsetsInfo,3,154,0,6,1,30,1,15,1,12
kafka-ui-api,com.provectus.kafka.ui.emitter,PolledRecords,1,101,1,11,0,17,1,10,0,5
kafka-ui-api,com.provectus.kafka.ui.emitter,PollingSettings,6,46,1,1,1,14,1,6,0,6
kafka-ui-api,com.provectus.kafka.ui.emitter,TailingEmitter,16,86,1,1,5,24,1,4,0,4
kafka-ui-api,com.provectus.kafka.ui.emitter,PollingThrottler,21,57,3,7,2,16,3,8,1,5
kafka-ui-api,com.provectus.kafka.ui.emitter,RangePollingEmitter.FromToOffset,0,9,0,0,0,1,0,1,0,1
kafka-ui-api,com.provectus.kafka.ui.emitter,ForwardEmitter,0,98,0,4,0,18,0,6,0,4
kafka-ui-api,com.provectus.kafka.ui.emitter,AbstractEmitter,0,50,0,0,0,17,0,7,0,7
kafka-ui-api,com.provectus.kafka.ui.emitter,ResultSizeLimiter,30,0,4,0,8,0,4,0,2,0
kafka-ui-api,com.provectus.kafka.ui.emitter,BackwardEmitter,0,98,0,4,0,18,0,6,0,4
kafka-ui-api,com.provectus.kafka.ui.emitter,MessagesProcessing,10,159,5,15,3,39,5,15,0,10
kafka-ui-api,com.provectus.kafka.ui.emitter,ConsumingStats,7,85,0,0,2,22,1,4,1,4
kafka-ui-api,com.provectus.kafka.ui.emitter,SeekOperations,5,228,2,11,1,42,2,22,0,16
kafka-ui-api,com.provectus.kafka.ui.model.rbac,Permission,279,0,50,0,36,0,45,0,16,0
kafka-ui-api,com.provectus.kafka.ui.model.rbac,AccessContext.AccessContextBuilder,35,204,11,7,6,51,11,18,2,18
kafka-ui-api,com.provectus.kafka.ui.model.rbac,Resource,5,57,0,0,1,10,1,1,1,1
kafka-ui-api,com.provectus.kafka.ui.model.rbac,Role,204,0,38,0,8,0,33,0,14,0
kafka-ui-api,com.provectus.kafka.ui.model.rbac,Subject,26,0,0,0,10,0,7,0,7,0
kafka-ui-api,com.provectus.kafka.ui.model.rbac,AccessContext,548,145,140,0,0,19,72,20,2,20
kafka-ui-api,com.provectus.kafka.ui.service.integration.odd.schema,AvroExtractor,90,418,20,48,14,96,20,34,1,13
kafka-ui-api,com.provectus.kafka.ui.service.integration.odd.schema,ProtoExtractor,17,350,8,27,4,91,8,24,0,12
kafka-ui-api,com.provectus.kafka.ui.service.integration.odd.schema,DataSetFieldsExtractors,31,65,3,7,5,13,4,5,1,2
kafka-ui-api,com.provectus.kafka.ui.service.integration.odd.schema,JsonSchemaExtractor,120,388,27,57,18,102,26,29,2,11
kafka-ui-api,com.provectus.kafka.ui.service,ApplicationInfoService,85,41,8,0,19,8,8,2,4,2
kafka-ui-api,com.provectus.kafka.ui.service,ReactiveAdminClient.SupportedFeature,1,93,2,2,0,17,2,7,0,7
kafka-ui-api,com.provectus.kafka.ui.service,ConsumerGroupService.ConsumerGroupsPage,0,9,0,0,0,1,0,1,0,1
kafka-ui-api,com.provectus.kafka.ui.service,MessagesService,52,495,11,13,6,111,10,35,1,31
kafka-ui-api,com.provectus.kafka.ui.service,KafkaConnectService,140,591,10,8,25,114,21,51,13,48
kafka-ui-api,com.provectus.kafka.ui.service,FeatureService,22,97,11,7,4,24,9,8,0,8
kafka-ui-api,com.provectus.kafka.ui.service,StatisticsCache,0,114,0,0,0,30,0,6,0,6
kafka-ui-api,com.provectus.kafka.ui.service,AdminClientServiceImpl,17,107,0,0,3,21,3,8,3,8
kafka-ui-api,com.provectus.kafka.ui.service,ReactiveAdminClient.ConfigRelatedInfo,6,111,1,7,1,23,2,10,1,7
kafka-ui-api,com.provectus.kafka.ui.service,StatisticsService,14,152,0,0,2,29,2,11,2,11
kafka-ui-api,com.provectus.kafka.ui.service,BrokerService,20,279,0,6,3,53,2,29,2,26
kafka-ui-api,com.provectus.kafka.ui.service,ConsumerGroupService.GroupWithDescr,9,0,0,0,1,0,1,0,1,0
kafka-ui-api,com.provectus.kafka.ui.service,SchemaRegistryService,121,177,0,0,14,36,17,22,17,22
kafka-ui-api,com.provectus.kafka.ui.service,KafkaClusterFactory,246,239,22,10,53,49,26,16,10,16
kafka-ui-api,com.provectus.kafka.ui.service,TopicsService,551,550,34,4,108,109,44,41,25,41
kafka-ui-api,com.provectus.kafka.ui.service,SchemaRegistryService.new TypeReference() {...},0,6,0,0,0,1,0,1,0,1
kafka-ui-api,com.provectus.kafka.ui.service,ClusterService,64,19,0,0,12,2,6,2,6,2
kafka-ui-api,com.provectus.kafka.ui.service,ReactiveAdminClient.ClusterDescription,158,24,36,0,1,4,22,4,4,4
kafka-ui-api,com.provectus.kafka.ui.service,ClustersStorage,0,37,0,0,0,7,0,4,0,4
kafka-ui-api,com.provectus.kafka.ui.service,KafkaConfigSanitizer,0,177,1,11,0,32,1,15,0,10
kafka-ui-api,com.provectus.kafka.ui.service,ReactiveAdminClient.ConfigRelatedInfo.ConfigRelatedInfoBuilder,36,0,0,0,1,0,6,0,6,0
kafka-ui-api,com.provectus.kafka.ui.service,DeserializationService,233,165,6,6,32,36,16,8,12,6
kafka-ui-api,com.provectus.kafka.ui.service,SchemaRegistryService.SubjectWithCompatibilityLevel,65,36,0,0,0,3,13,8,13,8
kafka-ui-api,com.provectus.kafka.ui.service,ConsumerGroupService,330,338,21,6,52,59,42,26,26,24
kafka-ui-api,com.provectus.kafka.ui.service,KafkaConnectService.new TypeReference() {...},0,6,0,0,0,1,0,1,0,1
kafka-ui-api,com.provectus.kafka.ui.service,ReactiveAdminClient,273,1109,18,34,47,201,39,118,26,105
kafka-ui-api,com.provectus.kafka.ui.service,OffsetsResetService,0,381,0,8,0,59,0,37,0,33
kafka-ui-api,com.provectus.kafka.ui.service,ClustersStatisticsScheduler,0,46,0,0,0,12,0,5,0,5
kafka-ui-api,com.provectus.kafka.ui.service.metrics,JmxMetricsRetriever,243,9,22,0,56,4,21,2,10,2
kafka-ui-api,com.provectus.kafka.ui.service.metrics,PrometheusMetricsRetriever,55,80,4,6,11,21,7,6,3,5
kafka-ui-api,com.provectus.kafka.ui.service.metrics,PrometheusEndpointMetricsParser,6,88,3,7,2,16,4,9,1,7
kafka-ui-api,com.provectus.kafka.ui.service.metrics,MetricsCollector,32,96,7,1,6,22,5,11,1,11
kafka-ui-api,com.provectus.kafka.ui.service.metrics,JmxMetricsFormatter,14,169,1,11,4,37,2,11,1,6
kafka-ui-api,com.provectus.kafka.ui.service.metrics,JmxSslSocketFactory.HostAndPort,9,0,0,0,1,0,1,0,1,0
kafka-ui-api,com.provectus.kafka.ui.service.metrics,JmxSslSocketFactory,266,38,26,0,64,13,27,2,14,2
kafka-ui-api,com.provectus.kafka.ui.service.metrics,WellKnownMetrics,0,199,9,25,0,38,9,15,0,7
kafka-ui-api,com.provectus.kafka.ui.service.metrics,RawMetric.SimpleMetric,86,75,21,9,2,5,18,6,3,6
kafka-ui-api,com.provectus.kafka.ui.service.metrics,JmxSslSocketFactory.Ssl,15,0,0,0,1,0,1,0,1,0
kafka-ui-api,com.provectus.kafka.ui.service.metrics,RawMetric,6,7,0,0,1,1,1,1,1,1
kafka-ui-api,com.provectus.kafka.ui.config.auth.condition,ActiveDirectoryCondition.OnActiveDirectory,3,0,0,0,1,0,1,0,1,0
kafka-ui-api,com.provectus.kafka.ui.config.auth.condition,ActiveDirectoryCondition,4,0,0,0,2,0,1,0,1,0
kafka-ui-api,com.provectus.kafka.ui.config.auth.condition,CognitoCondition,4,11,0,0,0,2,1,2,1,2
kafka-ui-api,com.provectus.kafka.ui.config.auth.condition,ActiveDirectoryCondition.OnAuthType,3,0,0,0,1,0,1,0,1,0
